,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,4270.785798266474,4255.532457275762
2,4125.1366839401335,4295.900219963953
3,4030.4059759024676,4397.678603444408
4,4015.6248287540207,4240.463955355574
5,4005.8769834216514,4113.582301948614
6,3997.6129750846903,4333.551080880503
7,3990.887184400195,4206.470015102445
8,3985.167806441338,4334.175256024954
9,3973.790329278393,4136.614092715277
10,3966.08730737872,4310.135126976864
11,3925.624254463624,4298.2020008106865
12,3912.3372804980772,4220.966360337319
13,3899.3692473659753,4389.250457346385
14,3889.4896131534765,4257.545839386775
15,3874.051849180046,4311.757069803595
16,3860.412118113669,4374.528920463717
17,3847.776546808269,4229.687316542156
18,3835.809247470015,4282.943857967872
19,3819.651310927329,4353.803554668212
20,3802.4627587150985,4295.873104145302
21,3703.5077868186727,4591.560506592909
22,3661.2436829170238,4507.796593173736
23,3630.1408983883393,4573.244310544204
24,3603.8667122831253,4532.230425797274
25,3572.658581350447,4694.582769866266
