,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,4637.334446965053,4436.58293249252
2,4309.187326695797,4614.860803296863
3,3526.510139558147,5027.547193533019
4,2297.5599599128223,5626.58948829906
5,1159.5898495416573,6142.848483656678
6,601.3190684074902,5863.917446333587
7,392.6989881418047,6116.729858027403
8,332.81502074452794,6074.780344676102
9,299.89159384957196,6011.808159268736
10,257.8530009564402,6007.743834150599
11,216.97375810349365,6071.641997085154
12,189.99679399290804,5934.252708179973
13,168.99139310553707,5986.660785153282
14,149.623451645937,6024.199895516717
15,133.8471620100258,6011.270499278709
16,119.10486784236565,6062.0982272719175
17,108.42590150809926,5941.074602770588
18,97.0678491986871,6134.016706194197
19,87.33733584875029,6212.615520813545
20,80.6532173760036,6105.667932017596
21,72.13576919435005,6152.375212231668
22,65.72989842027353,6063.159685778401
23,66.87279483117617,6093.475610425769
24,61.18496003812247,6174.357098704051
25,48.619984854166816,6086.77333769175
26,52.72280528771616,6054.783867276548
27,49.69121839124211,6217.876441839619
28,41.775342702285506,6090.87772153721
29,46.95931817145243,6176.257140185695
30,48.402231200188034,6174.547850449397
31,33.97885665174238,6124.494756542078
32,34.32242645138371,6297.334161358402
33,45.24610472189539,6243.520337878752
34,33.384123217450444,6178.642925784218
35,28.24729818033186,6183.297946176268
36,43.93040620149487,6161.280963190421
37,33.348606098017264,6320.339851541722
38,23.53812373525615,6167.332836765649
39,30.783365231070785,6243.603697060814
40,29.27441028608893,6246.704933792625
41,28.28521174003898,6268.886407823185
42,32.70249985952447,6309.687934110229
43,28.068463386990437,6354.400572060814
44,18.955263527060367,6206.334793600992
45,20.685332534957105,6215.249194113317
46,27.083760375814137,6225.996250697544
47,22.302538901349923,6355.101165864243
48,25.960194584226958,6235.675740436218
49,17.41340751833579,6150.552473166793
50,18.394436878009433,6171.725634543004
